[2025-05-08T17:23:09.691+0300][0.001s][info][gc] Using G1
[2025-05-08T17:23:09.691+0300][0.002s][debug][gc] ConcGCThreads: 3 offset 29
[2025-05-08T17:23:09.691+0300][0.002s][debug][gc] ParallelGCThreads: 13
[2025-05-08T17:23:09.691+0300][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-05-08T17:23:09.836+0300][0,147s][info ][gc] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 24M->5M(256M) 1,972ms
[2025-05-08T17:23:09.868+0300][0,179s][info ][gc] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 44M->6M(256M) 1,381ms
[2025-05-08T17:23:09.949+0300][0,259s][info ][gc] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 155M->6M(256M) 1,760ms
[2025-05-08T17:23:10.019+0300][0,329s][info ][gc] GC(3) Pause Young (Normal) (G1 Evacuation Pause) 154M->4M(256M) 0,694ms
[2025-05-08T17:23:10.090+0300][0,400s][info ][gc] GC(4) Pause Young (Normal) (G1 Evacuation Pause) 155M->5M(256M) 0,868ms
[2025-05-08T17:23:10.160+0300][0,471s][info ][gc] GC(5) Pause Young (Normal) (G1 Evacuation Pause) 155M->6M(256M) 1,173ms
[2025-05-08T17:23:10.229+0300][0,540s][info ][gc] GC(6) Pause Young (Normal) (G1 Evacuation Pause) 155M->7M(256M) 1,179ms
[2025-05-08T17:23:10.297+0300][0,608s][info ][gc] GC(7) Pause Young (Normal) (G1 Evacuation Pause) 155M->4M(256M) 0,650ms
[2025-05-08T17:23:10.368+0300][0,678s][info ][gc] GC(8) Pause Young (Normal) (G1 Evacuation Pause) 154M->5M(256M) 0,882ms
[2025-05-08T17:23:10.437+0300][0,748s][info ][gc] GC(9) Pause Young (Normal) (G1 Evacuation Pause) 155M->6M(256M) 0,936ms
[2025-05-08T17:23:10.507+0300][0,817s][info ][gc] GC(10) Pause Young (Normal) (G1 Evacuation Pause) 155M->6M(256M) 1,174ms
[2025-05-08T17:23:10.575+0300][0,885s][info ][gc] GC(11) Pause Young (Normal) (G1 Evacuation Pause) 154M->4M(256M) 0,745ms
[2025-05-08T17:23:10.644+0300][0,955s][info ][gc] GC(12) Pause Young (Normal) (G1 Evacuation Pause) 155M->5M(256M) 0,833ms
[2025-05-08T17:23:10.713+0300][1,024s][info ][gc] GC(13) Pause Young (Normal) (G1 Evacuation Pause) 155M->6M(256M) 1,017ms
[2025-05-08T17:23:10.782+0300][1,093s][info ][gc] GC(14) Pause Young (Normal) (G1 Evacuation Pause) 155M->6M(256M) 1,197ms
[2025-05-08T17:23:10.855+0300][1,166s][info ][gc] GC(15) Pause Young (Normal) (G1 Evacuation Pause) 154M->4M(256M) 1,223ms
[2025-05-08T17:23:10.927+0300][1,238s][info ][gc] GC(16) Pause Young (Normal) (G1 Evacuation Pause) 156M->5M(256M) 0,709ms
[2025-05-08T17:23:10.999+0300][1,310s][info ][gc] GC(17) Pause Young (Normal) (G1 Evacuation Pause) 156M->6M(256M) 0,821ms
[2025-05-08T17:23:11.072+0300][1,383s][info ][gc] GC(18) Pause Young (Normal) (G1 Evacuation Pause) 156M->7M(256M) 1,195ms
[2025-05-08T17:23:11.143+0300][1,454s][info ][gc] GC(19) Pause Young (Normal) (G1 Evacuation Pause) 156M->4M(256M) 0,579ms
[2025-05-08T17:23:11.215+0300][1,526s][info ][gc] GC(20) Pause Young (Normal) (G1 Evacuation Pause) 156M->5M(256M) 0,844ms
[2025-05-08T17:23:11.288+0300][1,599s][info ][gc] GC(21) Pause Young (Normal) (G1 Evacuation Pause) 156M->6M(256M) 1,220ms
[2025-05-08T17:23:11.360+0300][1,670s][info ][gc] GC(22) Pause Young (Normal) (G1 Evacuation Pause) 156M->4M(256M) 0,645ms
[2025-05-08T17:23:11.432+0300][1,743s][info ][gc] GC(23) Pause Young (Normal) (G1 Evacuation Pause) 156M->5M(256M) 1,047ms
[2025-05-08T17:23:11.509+0300][1,820s][info ][gc] GC(24) Pause Young (Normal) (G1 Evacuation Pause) 156M->6M(256M) 1,158ms
[2025-05-08T17:23:11.585+0300][1,896s][info ][gc] GC(25) Pause Young (Normal) (G1 Evacuation Pause) 156M->4M(256M) 0,501ms
[2025-05-08T17:23:11.663+0300][1,973s][info ][gc] GC(26) Pause Young (Normal) (G1 Evacuation Pause) 156M->5M(256M) 0,884ms
[2025-05-08T17:23:11.739+0300][2,050s][info ][gc] GC(27) Pause Young (Normal) (G1 Evacuation Pause) 156M->6M(256M) 1,030ms
[2025-05-08T17:23:11.816+0300][2,126s][info ][gc] GC(28) Pause Young (Normal) (G1 Evacuation Pause) 156M->4M(256M) 0,513ms
