[2025-05-08T17:29:16.871+0300][0.001s][info][gc] Using G1
[2025-05-08T17:29:16.871+0300][0.002s][debug][gc] ConcGCThreads: 3 offset 29
[2025-05-08T17:29:16.871+0300][0.002s][debug][gc] ParallelGCThreads: 13
[2025-05-08T17:29:16.872+0300][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-05-08T17:29:17.057+0300][0,187s][info ][gc] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 76M->3M(1500M) 2,670ms
[2025-05-08T17:29:17.107+0300][0,237s][info ][gc] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 102M->3M(1500M) 1,724ms
[2025-05-08T17:29:17.561+0300][0,691s][info ][gc] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 900M->4M(1500M) 2,830ms
[2025-05-08T17:29:17.970+0300][1,100s][info ][gc] GC(3) Pause Young (Normal) (G1 Evacuation Pause) 900M->5M(1500M) 1,611ms
[2025-05-08T17:29:18.371+0300][1,501s][info ][gc] GC(4) Pause Young (Normal) (G1 Evacuation Pause) 900M->4M(1500M) 1,005ms
[2025-05-08T17:29:18.775+0300][1,905s][info ][gc] GC(5) Pause Young (Normal) (G1 Evacuation Pause) 900M->5M(1500M) 1,123ms
[2025-05-08T17:29:19.192+0300][2,323s][info ][gc] GC(6) Pause Young (Normal) (G1 Evacuation Pause) 900M->3M(1500M) 0,769ms
[2025-05-08T17:29:19.609+0300][2,739s][info ][gc] GC(7) Pause Young (Normal) (G1 Evacuation Pause) 900M->5M(1500M) 1,104ms
[2025-05-08T17:29:20.025+0300][3,156s][info ][gc] GC(8) Pause Young (Normal) (G1 Evacuation Pause) 900M->3M(1500M) 1,009ms
[2025-05-08T17:29:20.448+0300][3,578s][info ][gc] GC(9) Pause Young (Normal) (G1 Evacuation Pause) 900M->4M(1500M) 1,248ms
[2025-05-08T17:29:20.863+0300][3,994s][info ][gc] GC(10) Pause Young (Normal) (G1 Evacuation Pause) 900M->3M(1500M) 0,724ms
[2025-05-08T17:29:21.281+0300][4,411s][info ][gc] GC(11) Pause Young (Normal) (G1 Evacuation Pause) 901M->4M(1500M) 1,092ms
[2025-05-08T17:29:21.696+0300][4,826s][info ][gc] GC(12) Pause Young (Normal) (G1 Evacuation Pause) 900M->3M(1500M) 0,916ms
[2025-05-08T17:29:22.112+0300][5,242s][info ][gc] GC(13) Pause Young (Normal) (G1 Evacuation Pause) 900M->4M(1500M) 1,116ms
[2025-05-08T17:29:22.530+0300][5,660s][info ][gc] GC(14) Pause Young (Normal) (G1 Evacuation Pause) 900M->6M(1500M) 1,480ms
[2025-05-08T17:29:22.947+0300][6,077s][info ][gc] GC(15) Pause Young (Normal) (G1 Evacuation Pause) 901M->4M(1500M) 1,514ms
[2025-05-08T17:29:23.395+0300][6,525s][info ][gc] GC(16) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,444ms
[2025-05-08T17:29:23.842+0300][6,972s][info ][gc] GC(17) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,988ms
[2025-05-08T17:29:24.289+0300][7,419s][info ][gc] GC(18) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,264ms
[2025-05-08T17:29:24.735+0300][7,865s][info ][gc] GC(19) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,950ms
[2025-05-08T17:29:25.183+0300][8,313s][info ][gc] GC(20) Pause Young (Normal) (G1 Evacuation Pause) 902M->5M(1500M) 1,218ms
[2025-05-08T17:29:25.630+0300][8,760s][info ][gc] GC(21) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,978ms
[2025-05-08T17:29:26.078+0300][9,208s][info ][gc] GC(22) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,312ms
[2025-05-08T17:29:26.522+0300][9,653s][info ][gc] GC(23) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,986ms
[2025-05-08T17:29:26.968+0300][10,098s][info ][gc] GC(24) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,281ms
[2025-05-08T17:29:27.413+0300][10,543s][info ][gc] GC(25) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,994ms
[2025-05-08T17:29:27.858+0300][10,988s][info ][gc] GC(26) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,104ms
[2025-05-08T17:29:28.303+0300][11,434s][info ][gc] GC(27) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 1,013ms
[2025-05-08T17:29:28.748+0300][11,878s][info ][gc] GC(28) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,319ms
[2025-05-08T17:29:29.192+0300][12,323s][info ][gc] GC(29) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,946ms
[2025-05-08T17:29:29.638+0300][12,768s][info ][gc] GC(30) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,289ms
[2025-05-08T17:29:30.082+0300][13,212s][info ][gc] GC(31) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,955ms
[2025-05-08T17:29:30.529+0300][13,659s][info ][gc] GC(32) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,272ms
[2025-05-08T17:29:30.973+0300][14,103s][info ][gc] GC(33) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,918ms
[2025-05-08T17:29:31.419+0300][14,550s][info ][gc] GC(34) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,371ms
[2025-05-08T17:29:31.863+0300][14,993s][info ][gc] GC(35) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,930ms
[2025-05-08T17:29:32.309+0300][15,439s][info ][gc] GC(36) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,282ms
[2025-05-08T17:29:32.763+0300][15,893s][info ][gc] GC(37) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,981ms
[2025-05-08T17:29:33.208+0300][16,338s][info ][gc] GC(38) Pause Young (Normal) (G1 Evacuation Pause) 902M->5M(1500M) 1,281ms
[2025-05-08T17:29:33.652+0300][16,783s][info ][gc] GC(39) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,941ms
[2025-05-08T17:29:34.099+0300][17,229s][info ][gc] GC(40) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,476ms
[2025-05-08T17:29:34.543+0300][17,673s][info ][gc] GC(41) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,958ms
[2025-05-08T17:29:34.988+0300][18,118s][info ][gc] GC(42) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,346ms
[2025-05-08T17:29:35.432+0300][18,562s][info ][gc] GC(43) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 1,172ms
[2025-05-08T17:29:35.877+0300][19,007s][info ][gc] GC(44) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,177ms
[2025-05-08T17:29:36.321+0300][19,451s][info ][gc] GC(45) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 1,018ms
[2025-05-08T17:29:36.766+0300][19,896s][info ][gc] GC(46) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,319ms
[2025-05-08T17:29:37.210+0300][20,340s][info ][gc] GC(47) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,921ms
[2025-05-08T17:29:37.665+0300][20,795s][info ][gc] GC(48) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,167ms
[2025-05-08T17:29:38.109+0300][21,239s][info ][gc] GC(49) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 1,157ms
[2025-05-08T17:29:38.555+0300][21,685s][info ][gc] GC(50) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,363ms
[2025-05-08T17:29:38.999+0300][22,129s][info ][gc] GC(51) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 1,007ms
[2025-05-08T17:29:39.444+0300][22,574s][info ][gc] GC(52) Pause Young (Normal) (G1 Evacuation Pause) 902M->5M(1500M) 1,073ms
[2025-05-08T17:29:39.888+0300][23,018s][info ][gc] GC(53) Pause Young (Normal) (G1 Evacuation Pause) 901M->4M(1500M) 0,905ms
[2025-05-08T17:29:40.340+0300][23,470s][info ][gc] GC(54) Pause Young (Normal) (G1 Evacuation Pause) 902M->5M(1500M) 1,345ms
[2025-05-08T17:29:40.788+0300][23,919s][info ][gc] GC(55) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,876ms
[2025-05-08T17:29:41.234+0300][24,364s][info ][gc] GC(56) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,422ms
[2025-05-08T17:29:41.679+0300][24,809s][info ][gc] GC(57) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,998ms
[2025-05-08T17:29:42.124+0300][25,254s][info ][gc] GC(58) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,115ms
[2025-05-08T17:29:42.573+0300][25,703s][info ][gc] GC(59) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,834ms
[2025-05-08T17:29:43.034+0300][26,164s][info ][gc] GC(60) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,339ms
[2025-05-08T17:29:43.481+0300][26,611s][info ][gc] GC(61) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 1,087ms
[2025-05-08T17:29:43.928+0300][27,058s][info ][gc] GC(62) Pause Young (Normal) (G1 Evacuation Pause) 902M->5M(1500M) 1,159ms
[2025-05-08T17:29:44.374+0300][27,504s][info ][gc] GC(63) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 1,056ms
[2025-05-08T17:29:44.820+0300][27,950s][info ][gc] GC(64) Pause Young (Normal) (G1 Evacuation Pause) 902M->6M(1500M) 1,581ms
[2025-05-08T17:29:45.266+0300][28,396s][info ][gc] GC(65) Pause Young (Normal) (G1 Evacuation Pause) 902M->4M(1500M) 0,961ms
