[2025-05-08T17:24:57.046+0300][0.001s][info][gc] Using G1
[2025-05-08T17:24:57.046+0300][0.002s][debug][gc] ConcGCThreads: 3 offset 29
[2025-05-08T17:24:57.046+0300][0.002s][debug][gc] ParallelGCThreads: 13
[2025-05-08T17:24:57.046+0300][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-05-08T17:25:09.871+0300][12,827s][info ][gc] GC(85) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,826ms
[2025-05-08T17:25:10.021+0300][12,977s][info ][gc] GC(86) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,705ms
[2025-05-08T17:25:10.172+0300][13,127s][info ][gc] GC(87) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,691ms
[2025-05-08T17:25:10.323+0300][13,279s][info ][gc] GC(88) Pause Young (Normal) (G1 Evacuation Pause) 309M->6M(512M) 1,155ms
[2025-05-08T17:25:10.473+0300][13,429s][info ][gc] GC(89) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,850ms
[2025-05-08T17:25:10.623+0300][13,579s][info ][gc] GC(90) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,884ms
[2025-05-08T17:25:10.774+0300][13,730s][info ][gc] GC(91) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,666ms
[2025-05-08T17:25:10.925+0300][13,881s][info ][gc] GC(92) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,547ms
[2025-05-08T17:25:11.077+0300][14,032s][info ][gc] GC(93) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,935ms
[2025-05-08T17:25:11.227+0300][14,182s][info ][gc] GC(94) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,998ms
[2025-05-08T17:25:11.377+0300][14,333s][info ][gc] GC(95) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,864ms
[2025-05-08T17:25:11.528+0300][14,484s][info ][gc] GC(96) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 1,131ms
[2025-05-08T17:25:11.679+0300][14,635s][info ][gc] GC(97) Pause Young (Normal) (G1 Evacuation Pause) 309M->6M(512M) 1,183ms
[2025-05-08T17:25:11.830+0300][14,785s][info ][gc] GC(98) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,999ms
[2025-05-08T17:25:11.980+0300][14,935s][info ][gc] GC(99) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,862ms
[2025-05-08T17:25:12.130+0300][15,086s][info ][gc] GC(100) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,728ms
[2025-05-08T17:25:12.281+0300][15,237s][info ][gc] GC(101) Pause Young (Normal) (G1 Evacuation Pause) 310M->3M(512M) 0,600ms
[2025-05-08T17:25:12.432+0300][15,388s][info ][gc] GC(102) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,941ms
[2025-05-08T17:25:12.583+0300][15,539s][info ][gc] GC(103) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,942ms
[2025-05-08T17:25:12.733+0300][15,689s][info ][gc] GC(104) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,647ms
[2025-05-08T17:25:12.884+0300][15,839s][info ][gc] GC(105) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,669ms
[2025-05-08T17:25:13.035+0300][15,991s][info ][gc] GC(106) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 1,114ms
[2025-05-08T17:25:13.186+0300][16,142s][info ][gc] GC(107) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,948ms
[2025-05-08T17:25:13.337+0300][16,293s][info ][gc] GC(108) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,882ms
[2025-05-08T17:25:13.488+0300][16,443s][info ][gc] GC(109) Pause Young (Normal) (G1 Evacuation Pause) 310M->4M(512M) 0,851ms
[2025-05-08T17:25:13.639+0300][16,594s][info ][gc] GC(110) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,778ms
[2025-05-08T17:25:13.790+0300][16,745s][info ][gc] GC(111) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,545ms
[2025-05-08T17:25:13.942+0300][16,897s][info ][gc] GC(112) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 1,028ms
[2025-05-08T17:25:14.092+0300][17,047s][info ][gc] GC(113) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,924ms
[2025-05-08T17:25:14.243+0300][17,198s][info ][gc] GC(114) Pause Young (Normal) (G1 Evacuation Pause) 310M->4M(512M) 0,795ms
[2025-05-08T17:25:14.394+0300][17,349s][info ][gc] GC(115) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,679ms
[2025-05-08T17:25:14.546+0300][17,501s][info ][gc] GC(116) Pause Young (Normal) (G1 Evacuation Pause) 309M->6M(512M) 1,203ms
[2025-05-08T17:25:14.695+0300][17,651s][info ][gc] GC(117) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,889ms
[2025-05-08T17:25:14.846+0300][17,802s][info ][gc] GC(118) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,727ms
[2025-05-08T17:25:14.997+0300][17,953s][info ][gc] GC(119) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,791ms
[2025-05-08T17:25:15.148+0300][18,104s][info ][gc] GC(120) Pause Young (Normal) (G1 Evacuation Pause) 310M->3M(512M) 0,646ms
[2025-05-08T17:25:15.300+0300][18,256s][info ][gc] GC(121) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 1,202ms
[2025-05-08T17:25:15.451+0300][18,406s][info ][gc] GC(122) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,888ms
[2025-05-08T17:25:15.601+0300][18,557s][info ][gc] GC(123) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,810ms
[2025-05-08T17:25:15.752+0300][18,708s][info ][gc] GC(124) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,685ms
[2025-05-08T17:25:15.904+0300][18,860s][info ][gc] GC(125) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,580ms
[2025-05-08T17:25:16.056+0300][19,011s][info ][gc] GC(126) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 1,015ms
[2025-05-08T17:25:16.207+0300][19,162s][info ][gc] GC(127) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 1,054ms
[2025-05-08T17:25:16.358+0300][19,313s][info ][gc] GC(128) Pause Young (Normal) (G1 Evacuation Pause) 310M->4M(512M) 0,830ms
[2025-05-08T17:25:16.509+0300][19,465s][info ][gc] GC(129) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,686ms
[2025-05-08T17:25:16.663+0300][19,618s][info ][gc] GC(130) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,584ms
[2025-05-08T17:25:16.815+0300][19,771s][info ][gc] GC(131) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 1,074ms
[2025-05-08T17:25:16.966+0300][19,922s][info ][gc] GC(132) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,814ms
[2025-05-08T17:25:17.117+0300][20,072s][info ][gc] GC(133) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,866ms
[2025-05-08T17:25:17.268+0300][20,224s][info ][gc] GC(134) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,693ms
[2025-05-08T17:25:17.420+0300][20,376s][info ][gc] GC(135) Pause Young (Normal) (G1 Evacuation Pause) 309M->6M(512M) 1,131ms
[2025-05-08T17:25:17.570+0300][20,526s][info ][gc] GC(136) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,865ms
[2025-05-08T17:25:17.721+0300][20,677s][info ][gc] GC(137) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,852ms
