[2025-05-08T19:11:47.254+0300][0.001s][info][gc] Using G1
[2025-05-08T19:11:47.255+0300][0.001s][debug][gc] ConcGCThreads: 3 offset 29
[2025-05-08T19:11:47.255+0300][0.001s][debug][gc] ParallelGCThreads: 13
[2025-05-08T19:11:47.255+0300][0.001s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-05-08T19:11:53.588+0300][6,334s][info ][gc] GC(22) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 1,077ms
[2025-05-08T19:11:53.896+0300][6,642s][info ][gc] GC(23) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,691ms
[2025-05-08T19:11:54.206+0300][6,953s][info ][gc] GC(24) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,207ms
[2025-05-08T19:11:54.515+0300][7,262s][info ][gc] GC(25) Pause Young (Normal) (G1 Evacuation Pause) 617M->4M(1024M) 0,953ms
[2025-05-08T19:11:54.824+0300][7,571s][info ][gc] GC(26) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,797ms
[2025-05-08T19:11:55.150+0300][7,897s][info ][gc] GC(27) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,312ms
[2025-05-08T19:11:55.460+0300][8,207s][info ][gc] GC(28) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,904ms
[2025-05-08T19:11:55.772+0300][8,519s][info ][gc] GC(29) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,745ms
[2025-05-08T19:11:56.083+0300][8,830s][info ][gc] GC(30) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,241ms
[2025-05-08T19:11:56.390+0300][9,136s][info ][gc] GC(31) Pause Young (Normal) (G1 Evacuation Pause) 617M->4M(1024M) 1,194ms
[2025-05-08T19:11:56.696+0300][9,443s][info ][gc] GC(32) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,800ms
[2025-05-08T19:11:57.004+0300][9,750s][info ][gc] GC(33) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,314ms
[2025-05-08T19:11:57.309+0300][10,056s][info ][gc] GC(34) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,918ms
[2025-05-08T19:11:57.616+0300][10,362s][info ][gc] GC(35) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,892ms
[2025-05-08T19:11:57.924+0300][10,671s][info ][gc] GC(36) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,415ms
[2025-05-08T19:11:58.230+0300][10,977s][info ][gc] GC(37) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,973ms
[2025-05-08T19:11:58.537+0300][11,284s][info ][gc] GC(38) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,826ms
[2025-05-08T19:11:58.845+0300][11,591s][info ][gc] GC(39) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,387ms
[2025-05-08T19:11:59.151+0300][11,898s][info ][gc] GC(40) Pause Young (Normal) (G1 Evacuation Pause) 617M->4M(1024M) 1,103ms
[2025-05-08T19:11:59.457+0300][12,204s][info ][gc] GC(41) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,839ms
[2025-05-08T19:11:59.764+0300][12,511s][info ][gc] GC(42) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,198ms
[2025-05-08T19:12:00.070+0300][12,817s][info ][gc] GC(43) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,960ms
[2025-05-08T19:12:00.378+0300][13,125s][info ][gc] GC(44) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,756ms
[2025-05-08T19:12:00.686+0300][13,432s][info ][gc] GC(45) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,131ms
[2025-05-08T19:12:00.992+0300][13,739s][info ][gc] GC(46) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,968ms
[2025-05-08T19:12:01.298+0300][14,045s][info ][gc] GC(47) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,822ms
[2025-05-08T19:12:01.606+0300][14,352s][info ][gc] GC(48) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,177ms
[2025-05-08T19:12:01.912+0300][14,659s][info ][gc] GC(49) Pause Young (Normal) (G1 Evacuation Pause) 617M->4M(1024M) 0,812ms
[2025-05-08T19:12:02.218+0300][14,965s][info ][gc] GC(50) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,846ms
[2025-05-08T19:12:02.525+0300][15,271s][info ][gc] GC(51) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,323ms
[2025-05-08T19:12:02.830+0300][15,577s][info ][gc] GC(52) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 1,196ms
[2025-05-08T19:12:03.136+0300][15,883s][info ][gc] GC(53) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,784ms
[2025-05-08T19:12:03.443+0300][16,189s][info ][gc] GC(54) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,268ms
[2025-05-08T19:12:03.749+0300][16,496s][info ][gc] GC(55) Pause Young (Normal) (G1 Evacuation Pause) 617M->4M(1024M) 1,180ms
[2025-05-08T19:12:04.056+0300][16,802s][info ][gc] GC(56) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,828ms
[2025-05-08T19:12:04.363+0300][17,110s][info ][gc] GC(57) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,280ms
[2025-05-08T19:12:04.668+0300][17,415s][info ][gc] GC(58) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,951ms
[2025-05-08T19:12:04.975+0300][17,722s][info ][gc] GC(59) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,881ms
[2025-05-08T19:12:05.284+0300][18,031s][info ][gc] GC(60) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,095ms
[2025-05-08T19:12:05.590+0300][18,337s][info ][gc] GC(61) Pause Young (Normal) (G1 Evacuation Pause) 617M->5M(1024M) 0,949ms
[2025-05-08T19:12:05.896+0300][18,643s][info ][gc] GC(62) Pause Young (Normal) (G1 Evacuation Pause) 617M->3M(1024M) 0,812ms
[2025-05-08T19:12:06.204+0300][18,951s][info ][gc] GC(63) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,313ms
[2025-05-08T19:12:06.509+0300][19,256s][info ][gc] GC(64) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,942ms
[2025-05-08T19:12:06.815+0300][19,562s][info ][gc] GC(65) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,783ms
[2025-05-08T19:12:07.123+0300][19,870s][info ][gc] GC(66) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,542ms
[2025-05-08T19:12:07.429+0300][20,176s][info ][gc] GC(67) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,998ms
[2025-05-08T19:12:07.733+0300][20,480s][info ][gc] GC(68) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,747ms
[2025-05-08T19:12:08.040+0300][20,786s][info ][gc] GC(69) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,289ms
[2025-05-08T19:12:08.345+0300][21,092s][info ][gc] GC(70) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,947ms
[2025-05-08T19:12:08.651+0300][21,398s][info ][gc] GC(71) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,763ms
[2025-05-08T19:12:08.958+0300][21,705s][info ][gc] GC(72) Pause Young (Normal) (G1 Evacuation Pause) 616M->5M(1024M) 1,340ms
[2025-05-08T19:12:09.264+0300][22,011s][info ][gc] GC(73) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 1,069ms
[2025-05-08T19:12:09.569+0300][22,316s][info ][gc] GC(74) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,793ms
[2025-05-08T19:12:09.876+0300][22,623s][info ][gc] GC(75) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,247ms
[2025-05-08T19:12:10.182+0300][22,929s][info ][gc] GC(76) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 1,222ms
[2025-05-08T19:12:10.489+0300][23,236s][info ][gc] GC(77) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,903ms
[2025-05-08T19:12:10.796+0300][23,543s][info ][gc] GC(78) Pause Young (Normal) (G1 Evacuation Pause) 616M->5M(1024M) 1,202ms
[2025-05-08T19:12:11.101+0300][23,848s][info ][gc] GC(79) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,954ms
[2025-05-08T19:12:11.407+0300][24,154s][info ][gc] GC(80) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,798ms
[2025-05-08T19:12:11.713+0300][24,460s][info ][gc] GC(81) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,324ms
[2025-05-08T19:12:12.019+0300][24,766s][info ][gc] GC(82) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 1,215ms
[2025-05-08T19:12:12.325+0300][25,072s][info ][gc] GC(83) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,886ms
[2025-05-08T19:12:12.631+0300][25,378s][info ][gc] GC(84) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,174ms
[2025-05-08T19:12:12.936+0300][25,683s][info ][gc] GC(85) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 1,079ms
[2025-05-08T19:12:13.242+0300][25,988s][info ][gc] GC(86) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,859ms
[2025-05-08T19:12:13.548+0300][26,295s][info ][gc] GC(87) Pause Young (Normal) (G1 Evacuation Pause) 616M->5M(1024M) 1,256ms
[2025-05-08T19:12:13.853+0300][26,600s][info ][gc] GC(88) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,748ms
[2025-05-08T19:12:14.159+0300][26,906s][info ][gc] GC(89) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,838ms
[2025-05-08T19:12:14.465+0300][27,211s][info ][gc] GC(90) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,275ms
[2025-05-08T19:12:14.768+0300][27,515s][info ][gc] GC(91) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,897ms
[2025-05-08T19:12:15.073+0300][27,820s][info ][gc] GC(92) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,855ms
[2025-05-08T19:12:15.381+0300][28,127s][info ][gc] GC(93) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,228ms
[2025-05-08T19:12:15.686+0300][28,432s][info ][gc] GC(94) Pause Young (Normal) (G1 Evacuation Pause) 617M->4M(1024M) 0,983ms
[2025-05-08T19:12:15.991+0300][28,737s][info ][gc] GC(95) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,873ms
[2025-05-08T19:12:16.297+0300][29,044s][info ][gc] GC(96) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,051ms
[2025-05-08T19:12:16.602+0300][29,349s][info ][gc] GC(97) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,924ms
[2025-05-08T19:12:16.909+0300][29,655s][info ][gc] GC(98) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,858ms
[2025-05-08T19:12:17.215+0300][29,962s][info ][gc] GC(99) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,435ms
[2025-05-08T19:12:17.521+0300][30,268s][info ][gc] GC(100) Pause Young (Normal) (G1 Evacuation Pause) 617M->4M(1024M) 0,990ms
[2025-05-08T19:12:17.826+0300][30,573s][info ][gc] GC(101) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,850ms
[2025-05-08T19:12:18.133+0300][30,879s][info ][gc] GC(102) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,333ms
[2025-05-08T19:12:18.437+0300][31,184s][info ][gc] GC(103) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,748ms
[2025-05-08T19:12:18.742+0300][31,489s][info ][gc] GC(104) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,771ms
[2025-05-08T19:12:19.049+0300][31,796s][info ][gc] GC(105) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,379ms
[2025-05-08T19:12:19.354+0300][32,101s][info ][gc] GC(106) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,962ms
[2025-05-08T19:12:19.660+0300][32,407s][info ][gc] GC(107) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,896ms
[2025-05-08T19:12:19.966+0300][32,713s][info ][gc] GC(108) Pause Young (Normal) (G1 Evacuation Pause) 616M->5M(1024M) 1,229ms
[2025-05-08T19:12:20.271+0300][33,018s][info ][gc] GC(109) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,736ms
[2025-05-08T19:12:20.577+0300][33,323s][info ][gc] GC(110) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,819ms
[2025-05-08T19:12:20.884+0300][33,631s][info ][gc] GC(111) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,250ms
[2025-05-08T19:12:21.189+0300][33,936s][info ][gc] GC(112) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,997ms
[2025-05-08T19:12:21.494+0300][34,241s][info ][gc] GC(113) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,840ms
[2025-05-08T19:12:21.801+0300][34,547s][info ][gc] GC(114) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,202ms
[2025-05-08T19:12:22.105+0300][34,852s][info ][gc] GC(115) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,970ms
[2025-05-08T19:12:22.411+0300][35,158s][info ][gc] GC(116) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,953ms
[2025-05-08T19:12:22.718+0300][35,464s][info ][gc] GC(117) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,258ms
[2025-05-08T19:12:23.022+0300][35,769s][info ][gc] GC(118) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,924ms
[2025-05-08T19:12:23.328+0300][36,074s][info ][gc] GC(119) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,880ms
[2025-05-08T19:12:23.634+0300][36,380s][info ][gc] GC(120) Pause Young (Normal) (G1 Evacuation Pause) 616M->5M(1024M) 1,225ms
[2025-05-08T19:12:23.938+0300][36,684s][info ][gc] GC(121) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,773ms
[2025-05-08T19:12:24.242+0300][36,989s][info ][gc] GC(122) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,833ms
[2025-05-08T19:12:24.548+0300][37,295s][info ][gc] GC(123) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,179ms
[2025-05-08T19:12:24.853+0300][37,600s][info ][gc] GC(124) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,916ms
[2025-05-08T19:12:25.158+0300][37,905s][info ][gc] GC(125) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,829ms
[2025-05-08T19:12:25.465+0300][38,211s][info ][gc] GC(126) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,225ms
[2025-05-08T19:12:25.771+0300][38,518s][info ][gc] GC(127) Pause Young (Normal) (G1 Evacuation Pause) 617M->4M(1024M) 0,836ms
[2025-05-08T19:12:26.076+0300][38,823s][info ][gc] GC(128) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,859ms
[2025-05-08T19:12:26.382+0300][39,129s][info ][gc] GC(129) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,216ms
[2025-05-08T19:12:26.686+0300][39,433s][info ][gc] GC(130) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,937ms
[2025-05-08T19:12:26.991+0300][39,738s][info ][gc] GC(131) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,874ms
[2025-05-08T19:12:27.298+0300][40,045s][info ][gc] GC(132) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,265ms
[2025-05-08T19:12:27.602+0300][40,348s][info ][gc] GC(133) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,995ms
[2025-05-08T19:12:27.907+0300][40,654s][info ][gc] GC(134) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,852ms
[2025-05-08T19:12:28.212+0300][40,958s][info ][gc] GC(135) Pause Young (Normal) (G1 Evacuation Pause) 616M->5M(1024M) 1,251ms
[2025-05-08T19:12:28.516+0300][41,263s][info ][gc] GC(136) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 1,026ms
[2025-05-08T19:12:28.822+0300][41,568s][info ][gc] GC(137) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 1,647ms
[2025-05-08T19:12:29.127+0300][41,874s][info ][gc] GC(138) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,312ms
[2025-05-08T19:12:29.431+0300][42,178s][info ][gc] GC(139) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 1,112ms
[2025-05-08T19:12:29.735+0300][42,482s][info ][gc] GC(140) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,798ms
[2025-05-08T19:12:30.041+0300][42,788s][info ][gc] GC(141) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,221ms
[2025-05-08T19:12:30.346+0300][43,093s][info ][gc] GC(142) Pause Young (Normal) (G1 Evacuation Pause) 617M->4M(1024M) 1,206ms
[2025-05-08T19:12:30.651+0300][43,398s][info ][gc] GC(143) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,845ms
[2025-05-08T19:12:30.959+0300][43,706s][info ][gc] GC(144) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,365ms
[2025-05-08T19:12:31.264+0300][44,011s][info ][gc] GC(145) Pause Young (Normal) (G1 Evacuation Pause) 617M->4M(1024M) 1,034ms
[2025-05-08T19:12:31.570+0300][44,316s][info ][gc] GC(146) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,929ms
[2025-05-08T19:12:31.876+0300][44,623s][info ][gc] GC(147) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,549ms
[2025-05-08T19:12:32.180+0300][44,927s][info ][gc] GC(148) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,930ms
[2025-05-08T19:12:32.485+0300][45,232s][info ][gc] GC(149) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,852ms
[2025-05-08T19:12:32.791+0300][45,538s][info ][gc] GC(150) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,211ms
[2025-05-08T19:12:33.096+0300][45,842s][info ][gc] GC(151) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,966ms
[2025-05-08T19:12:33.401+0300][46,148s][info ][gc] GC(152) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,895ms
[2025-05-08T19:12:33.707+0300][46,454s][info ][gc] GC(153) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,155ms
[2025-05-08T19:12:34.012+0300][46,759s][info ][gc] GC(154) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,948ms
[2025-05-08T19:12:34.317+0300][47,064s][info ][gc] GC(155) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,767ms
[2025-05-08T19:12:34.623+0300][47,369s][info ][gc] GC(156) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,140ms
[2025-05-08T19:12:34.928+0300][47,674s][info ][gc] GC(157) Pause Young (Normal) (G1 Evacuation Pause) 617M->4M(1024M) 0,911ms
[2025-05-08T19:12:35.232+0300][47,979s][info ][gc] GC(158) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,770ms
[2025-05-08T19:12:35.538+0300][48,285s][info ][gc] GC(159) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,194ms
[2025-05-08T19:12:35.843+0300][48,590s][info ][gc] GC(160) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 1,117ms
[2025-05-08T19:12:36.149+0300][48,896s][info ][gc] GC(161) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,869ms
[2025-05-08T19:12:36.455+0300][49,201s][info ][gc] GC(162) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,365ms
[2025-05-08T19:12:36.759+0300][49,506s][info ][gc] GC(163) Pause Young (Normal) (G1 Evacuation Pause) 617M->5M(1024M) 0,928ms
[2025-05-08T19:12:37.065+0300][49,812s][info ][gc] GC(164) Pause Young (Normal) (G1 Evacuation Pause) 617M->3M(1024M) 0,862ms
[2025-05-08T19:12:37.382+0300][50,129s][info ][gc] GC(165) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,363ms
[2025-05-08T19:12:37.686+0300][50,433s][info ][gc] GC(166) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 0,906ms
[2025-05-08T19:12:37.991+0300][50,738s][info ][gc] GC(167) Pause Young (Normal) (G1 Evacuation Pause) 616M->3M(1024M) 0,874ms
[2025-05-08T19:12:38.296+0300][51,043s][info ][gc] GC(168) Pause Young (Normal) (G1 Evacuation Pause) 616M->6M(1024M) 1,329ms
[2025-05-08T19:12:38.599+0300][51,346s][info ][gc] GC(169) Pause Young (Normal) (G1 Evacuation Pause) 616M->4M(1024M) 1,204ms
